AS23456,UN,4Byte ASN Place Holder
AS26760,US,SKTC-NET - Southern Kansas Telephone Co., Inc.
AS5953,US,DNIC-ASBLK-05800-06055 - DoD Network Information Center
AS12396,RU,INAR-ARKHNAGELSK-AS OJSC MegaFon
AS30212,US,HYPERMEDIA-SYSTEMS - Hypermedia Systems, Inc.
AS46282,US,VIRTELA-CUST-VTXDAL1-VCOENG1-AVAILL Virtela Communications
AS25650,US,IONWPB - ION MEDIA NETWORKS
AS13446,US,AS-NETZERO - Netzero,INC.
AS28360,BR,WKVE Asses. em Servi\195\167os de Inform. e Telecom. Ltda
AS36820,US,TULIP-SYSTEMS-INC-HOSTING-55-MARIETTA-ATLANTA - TULIP SYSTEMS, INC.
AS33481,US,BELWAVE-COMMUNICATIONS - BELWAVE COMMUNICATIONS
AS8822,IT,Win.Net S.r.l.
AS32570,US,CANYONCOUNTRY - Canyon Country Communications, Inc.
AS44010,UA,BELICOM-AS FOP Bilenkiy Olexander Naumovich
AS15716,CH,SYGROUP Adfinis SyGroup AG
AS56370,UA,ASINTTEL Inttel Ltd.
AS33841,AT,FUNWOLD-AS S&T AG
AS25353,CH,BAR-AS BAR Informatik AG
AS46945,US,ELITEHOSTS - Elite Hosts, Inc.
AS25664,US,SOLANOCOE - Solano County Office of Education
AS25146,SE,CYPOINT-AS Cypoint IT Services AB Autonomous System Stockholm Sweden
AS16371,ES,ACENS_AS acens Technologies, S.L.
AS50910,GB,MAINSTREAM-BIRM1-AS Mainstream Digital Ltd
AS7256,US,VIACOM-AS - Viacom Inc.
AS8062,US,BELLSOUTH-NET-BLK3 - Bellsouth.Net
AS17218,US,AS-DIGITAL-HIGHWAY-LLC - Digital Highway, LLC
AS18219,SG,SAP-AS-AP SAP ASIA PTE LTD
AS29870,US,CASCADE-NETWORKS-INCORPORATED - Cascade Networks Incorporated
AS41552,NL,MARKTPLAATS-AS Marktplaats B.V.
AS17356,US,VERMONT-TELE - Vermont Telephone Company, Inc.
AS16837,US,VABB - VIRGINIA BROADBAND LLC
AS29601,FI,UPM-KYMMENE-AS UPM-Kymmene Oyj
AS31408,PS,ORANGE-PALESTINE Orange Palestine Group Co. for Technological Investment Joint Stock Private Company
AS818,CA,DOC-AS - Department of Communications
AS2640,US,AMESLAB-AS - Ames Laboratory
AS38369,CN,CNNIC-ALIBABA-BJ-NET-AP Alibaba (Beijing) Technology Co., Ltd.
AS45224,LK,BELLNET-AS-AP Lanka Bell_s AS
AS7615,AU,FORTANA-AS-AP Fortana Networks Australia Pty Ltd
AS27052,US,DNIC-ASBLK-27032-27159 - DoD Network Information Center
AS12054,US,ALAMEDACOUNTYDATAPROCESSING - Alameda County
AS46778,US,PHSI-1996 - Prevea Health Services Inc
AS36997,UG,INFOCOM-UG
AS32875,US,VIRPUS - DNSSLAVE.COM
AS1317,US,DNIC-AS-01317 - Navy Network Information Center (NNIC)
AS37892,JP,WAI-NET Cable Media WAIWAI Co.,Ltd.
AS13371,US,DUKE-INTERCHANGE - Duke University
AS25367,LU,AS-ADTS-LU Dexia Banque Internationale a Luxembourg SA
AS29608,FR,WAN2MANY-AS Absolight
AS23541,CW,Scarlet B.V.
AS49800,AM,GNC-ALFA GNC-ALFA CJSC
AS40310,US,WB - Viasat Communications Inc.
AS10176,KR,TENET-AS Taejon Institute of Education Science
AS13086,PL,PIK-NET-AS PiK-Net Autonomous System
AS13113,IT,ISILINE-AS ISI LINE S.r.l.
AS47594,RU,NETCOMLINK-AS LC _COMLINK_
AS7403,CA,COLBA - Colba Net Inc.
AS3321,DK,MACH-APS MACH Aps
AS12813,DE,WORNET-AS WorNet AG
AS44911,HU,BUSINESS-TELECOM Business Telecom Tavkozlesi Nyilvanosan Mukodo Reszvenytarsasag
AS21701,US,TRUVEN-HEALTH-ANALYTICS-AS - Solucient, LLC
AS29005,BE,PROXIMUS-AS Belgacom Mobile SA
AS13695,US,AEP - American Electirc Power Co.
AS52326,AR,PRONETWORK
AS24130,AU,PIPETRANSIT-AS-AP PIPE Networks Pty Limited
AS48133,SK,E-NET-SK-AS e-Net, s.r.o.
AS44627,RU,LINKSU-AS Link LLC
AS14115,ZA,AMALGAMATED-BSA
AS11996,US,LOBOIS - Lobo Internet Services, Ltd
AS35443,BH,KALAAM-TELECOM-BAHRAIN Kalaam Telecom Bahrain B.S.C.
AS50953,SK,KONFER David Kondicz trading as KONFER networks
AS11424,US,FCCC-EDU - Fox Chase Cancer Center
AS11123,US,UIA - Ultimate Internet Access, Inc
AS47329,PL,WDM-AS WDM COMPUTERS Maria Jaroslawska
AS11520,US,ALLSTATE-INSURANCE-CO - Allstate Insurance Company
AS26640,US,2901 - Oso Grande Technologies, Inc.
AS14263,US,SD-NET - South Dakota State Government
AS20248,US,TAKE2 - Take 2 Hosting, Inc.
AS22431,BR,ABASE - SERVICOS TELECOM DES E COM SOFT LTDA
AS10421,US,TTUNET - Texas Tech University
AS17103,US,JRC-NETWORK-SERVICES - Jensen Research Corporation
AS46269,US,KRONOS-MA - Kronos Inc.
AS26305,US,ASN-SSM - SSM Health Care
AS3728,US,ONR-ADDR - Onramp Access Inc.
AS25417,SE,LJUSNET-AS se.ljusnet Autonomous System
AS23137,US,RTI-ASN - Round Table Investments, Inc.
AS29896,US,INNOVATIVE-INTERFACES-INC-2 - Innovative Interfaces, Inc.
AS57735,DK,HEF-FIBERNET-AS HEF Fibernet A/S
AS603,CA,BACOM2-AS - Bell Canada
AS4623,HK,CHEVALIER-AS01 Chevalier (Internet) Limited autonomous system
AS21708,US,SDCOE - San Diego County Office of Education
AS61307,EE,EE-AS-STV AS STV
AS40244,US,TURNKEY-INTERNET - Turnkey Internet Inc.
AS21856,US,NOKIA-FINLAND NOKIA Corporation
AS35660,GR,LEMONTEL-AS-CY D.Y. WORLDNET LTD
AS18632,US,VOLCANO-NET - Volcano Internet provider
AS19606,US,NIELSEN-MEDIA-RESEARCH - Nielsen Media Research Inc.
AS13368,US,JCP - James Cable, LLC
AS15540,DE,GEDAS-DE-AS operational services GmbH & Co. KG
AS15769,GB,Deutsche Bank AG
AS25700,US,25700 - SWIFT VENTURES Inc
AS26689,US,LIGHTPOINT-COMMUNICATIONS - LIGHTPOINT COLOCATION & HOSTING LLC
AS14733,US,AS14733 - Barclays Capital Inc.
AS38407,KR,GOEAS-AS-KR Gyeonggi-Do Ansan Office of Education
AS23296,US,LINCARE-HOLDINGS-INC - LINCARE INC
AS29134,CZ,IGNUM-AS Ignum s.r.o.
AS39496,RU,MAVERICKNET Solist-group Ltd
AS9909,SG,PACNET-CDN-AP Pacnet CDN
AS20748,ES,CAJAMADRID Bankia S.A.
AS36912,CM,ORANGECM
AS13614,US,ALLWEST - All West Communications, Inc.
AS9273,KR,SICC-AS Ssangyong Information Communication Corp (SICC)
AS42175,NO,STAOIL-AS Statoil ASA
AS32653,ZA,ENETWORKS
AS43998,UA,TRKMETRO Cifrovye Dispetcherskie Sistemy
AS22847,US,BOWDOIN - Bowdoin College
AS11368,US,CMH-ASN - CaroNet Managed Hosting, Inc.
AS51473,FI,MAXISAT-AS Maxisat Oy
AS29161,AT,VERBUNDAT-AS Verbund Management Service GmbH
AS16612,US,PRIME-AS - Prime Alliance Solutions, Inc.
AS18087,JP,TOYO Toyo University
AS46836,US,VRCT-ATL - SunGard VeriCenter Inc
AS50395,UA,ALTNET-UA-AS PE Kolobov Aleksandr Grigorievich
AS50618,FR,LIAZO Liazo SARL
AS44928,NL,UNIFIEDROOT UnifiedRoot S & M B V
AS26438,US,MONROE-COMMUNITY-COLLEGE - Monroe Community College
AS3482,US,MTSTGOV - State of Montana
AS29664,GB,RGCOM-VANCO-HAI Reliance Globalcom Limited
AS31815,US,MEDIATEMPLE - Media Temple, Inc.
AS11835,BR,IPE INFORMATICA LTDA
AS32666,US,CWRU-AS-1 - Case Western Reserve University
AS30370,CA,QTIAS - Quiet Touch - Toronto
AS27221,US,ARDMORE-TEL - Ardmore Telephone Company Inc.
AS37037,MG,ORANGEMG-AS
AS22438,US,CLEAR-RATE-COMMUNICATIONS - Clear Rate Communications, Inc.
AS28144,BR,fm Tecnologia e Informatica Ltda
AS42903,DK,PROGRESSIVE-AS Progressive IT A/S
AS42366,DE,TERRATRANSIT-AS TerraTransit AG
AS11094,US,ASN-UMDNJ - University of Medicine & Dentistry of New Jersey
AS56376,IT,ALIDA-SRL ALIDA SRL
AS33281,US,BRIGHAM-YOUNG-UNIVERSITY-IDAHO - BRIGHAM YOUNG UNIVERSITY - IDAHO
AS1525,US,DNIC-ASBLK-01522-01526 - Headquarters, USAISC
AS21984,US,FCPS - Fairfax County Public Schools
AS32337,US,NOWCOM-BGP - Nowcom Corporation
AS40246,US,NMSU - New Mexico State University
AS12931,DE,IDKOM IDKOM Networks GmbH, Kempten, Germany
AS39653,RO,MASWORLD SC MAS World Development SRL
AS5523,RU,RMT CJSC _CREDO-TELECOM_
AS8325,RU,YARSU-AS OOO FREEnet Group
AS1559,US,DNIC-ASBLK-01550-01601 - DoD Network Information Center
AS3261,UA,DIPT-AS LLC _FTICOM_
AS15675,CH,ETAT-DE-VAUD Etat de Vaud
AS33717,US,CHT-GLOBAL - Chunghwa Telecom Global, INC
AS8256,PL,LODMAN-AS Technical University of Lodz Computer Centre
AS20681,DK,SAXOBANK Saxo Bank A/S
AS39188,KZ,ICONLTD-AS Icon LTD
AS3659,US,CLAREMONT - Claremont University Consortium
AS51130,IR,JAHAN-AS Homaye Jahan Nama Ltd.
AS31458,IE,SMARTTELECOM-AS Smart Telecom Autonomous System
AS38901,KH,EZECOM-AS-AP EZECOM limited
AS47951,CZ,TELECONTUR-AS LLC Telecontur
AS8358,HU,INTERWARE-AS GTS Hungary Tavkozlesi Ktf.
AS37910,JP,CUNET Chubu University
AS24282,JP,KIR Kagoya Japan CO,LTD
AS40977,CZ,SVYAZ-AS Svyaz LLC
AS25807,US,ARLINGTONVA - Arlington County Government
AS8387,AT,T-SYSTEMS-AT T-Systems Austria GesmbH
AS14127,US,ILAND - Iland Internet Solutions Corporation
AS35351,LV,BASNET-AS _BASNET_ SIA AS
AS2824,US,DB-NA-1 - Deutsche Bank
AS11727,CA,BMTS - Bruce Municipal Telephone System
AS18121,JP,INCL Ishikawa Computer Center Co.,LTD.
AS10439,US,CARINET - CariNet, Inc.
AS9188,DE,INFOSERVE-AS infoServe GmbH
AS40805,US,JMFSOLUTIONS - JMF Solutions, Inc
AS32945,US,TECONECTAMOS - Te Conectamos, LLC
AS43852,KW,KUWAIT-DATA-CENTER Kuwait Data Center Co.
AS36809,US,COCG---CITY-OF-CORAL-GABLES - City of Coral Gables
AS21230,BG,MNET-BG M SAT Cable SA
AS24952,CH,FIRMENICH-AS Firmenich SA
AS26106,ZA,ALTONET-ZA
AS23974,TH,MOE-EDNET-AS-AP Ministry of education
AS55879,IN,SMARTLINK-POWAI-IN 47,powai plaza,central avenue,
AS31413,PT,UNICER-AS Unicer Bebidas SA
AS4800,ID,LINTASARTA-AS-AP Network Access Provider and Internet Service Provider
AS9686,KR,SKKUNET-AS SungKyunKwan University (SKKU)
AS15117,US,ANHEUSER-BUSCH - Anheuser-Busch Companies Inc.
AS24197,ID,BIGNET-AS-ID Elka Prakarsa Utama, PT
AS51827,DE,FREMAKS Fremaks GmbH
AS39999,US,POLK-COUNTY-PUBLIC-SCHOOLS - Polk County Public Schools
AS37075,UG,ZAINUGAS
AS4844,SG,SUPERINTERNET-AS-AP SuperInternet ACCESS Pte Ltd
AS10806,US,AFP-NET - AGENCE FRANCE PRESSE
AS26134,US,BROAD-RUN-BORDER-AS - VeriSign Infrastructure & Operations
AS25003,IL,INTERNET_BINAT Internet Binat Ltd
AS32890,US,BTC-AS-1 - Beehive Telephone Company, Inc.
AS34743,UA,NASHNET-AS NashNet Ltd
AS29874,US,CAMBRIDGE-GLOBAL - Cambridge Associates
AS45474,HK,NEXUSGUARD-AS-AP Suite 1602, 16/F., Tower 2, Nina Tower
AS44813,SE,VIKINGTECH VIKINGTECH
AS58665,BD,BAN-TEL-BD Bangla Tel Ltd
AS47777,DE,WUNET wusys GmbH
AS22030,US,ZIPCON-AS-1 - Zipcon
AS28859,CH,ZUGERNET-AS Hofmann Informatik AG
AS39273,BH,LSC-ISP AS number for LightSpeed Communication in Bahrain
AS45774,IN,SPIDIGO-AS-IN Chandra Net Pvt. Limited, India
AS21520,MX,Instituto Tecnologico Autonomo de Mexico(ITAM)
AS50157,RO,SENSITIVE-TELECOM SENSITIVE LINE S.R.L.
AS18035,KR,HANSEO18035-AS-KR HANSEO UNIVERSITY
AS34012,NL,VELLANCE-AS Vellance B.V.
AS23265,US,POCKETINET - Pocketinet Communications, Inc
AS7080,MX,Electronica y Comunicaciones, S. A.
AS7131,GU,ERX-ITE-AS IT&E Overseas
AS21373,BE,NBB-AS National Bank of Belgium Autonomous System
AS56654,RO,INFINITY-RO INFINITY TELECOM SRL
AS38844,TW,NTNU-TW National Taiwan Normal University
AS13793,US,T3VOICENET - T3 VoiceNet, LLC.
AS25612,US,DSL-EXPRESS - DSL EXPRESS
AS42541,DK,FIBERBY Fiberby ApS
AS15437,IT,ASN-KJWS K.J.W.S. S.r.l.
AS3233,RO,RNC RNC
AS50600,RU,INET-AS I-NET Ltd.
AS25454,MD,ASN-OMD-FNO Orange Moldova SA
AS320,US,DNIC-ASBLK-00306-00371 - DoD Network Information Center
AS26592,BR,ALOG SOLUCOES DE TECNOLOGIA EM INFORMATICA S.A.
AS50235,ES,OAMI-AS OFICINA DE ARMONIZACION DEL MERCADO INTERIOR (OAMI)
AS10045,KR,TNUTNET-AS Hanbat National University
AS50503,FI,TP-AS Tampereen Puhelin Oy
AS20879,RO,MICRONET SC Servicii Micronet SRL
AS39512,UA,NKTV-AS NKTV Ltd AS
AS40388,US,CODALE - CODALE ELECTRIC SUPPLY INC
AS23779,JP,N-BONE NTT Communications Corporation
AS38149,ID,RATELINDONET-AS-ID PT. Bakrie Telecom
AS21595,US,BAXTER BAXTER SERVICES EUROPE SA
AS39823,EE,COMPIC Compic Ltd.
AS29512,PL,TVK-WROC-AS TVK Tel-Ka Wroclaw
AS14852,US,DCX - DaimlerChrysler Corporation
AS31146,AT,EBNER-AS Ebner Industrieofenbau Ges.m.b.H.
AS16433,US,NCTC-ISP - North Central Communications
AS57584,FR,NEXTRADIOTV NEXTRADIOTV SA
AS30922,RU,SIBELTELECOM-AS OJSC _MTS_
AS31838,US,OPNET - OPNET Technologies
AS15640,RU,FPIC-AS CJSC _COMSTAR-regions_
AS4675,JP,U-NETSURF UNIADEX, LTD.
AS55812,PH,HOAPDI-NET-PH Unit 202 JMR Building Legaspi St
AS34772,MK,NEOTEL-AS-MK NEOTEL-MKD Autonomous System
AS39229,RU,SAN-AS OJSC Rostelecom
AS51004,RU,SCTS-AS Sakhalin Cable Telesystems Ltd
AS21832,US,KELLINCOM-1 - Kellin Communications
AS11616,US,PEAPOD - Peapod, Inc.
AS40311,US,WB - Viasat Communications Inc.
AS8365,DE,MANDA Man-da.de GmbH
AS29705,US,MOTIVE-COMMUNICATIONS-INCORPORATED - MOTIVE, INC.
AS36995,CI,MTN-CI
AS8865,PL,ASN-BIAMAN-EDU Politechnika Bialostocka
AS26785,US,NETWURX-AS - Netwurx LLC
AS38172,AU,IPSTAR-AS-AU IPSTAR Australia Pty Ltd.
AS51921,RU,INTSYS-AS OOO _Integralnye Telesystemy_
AS29648,RU,COMLINE-AS OJSC MegaFon
AS49973,RU,TELEPORT-TV-AS Teleport-TV Ltd
AS52840,BR,Sunrise Telecomunica\195\167\195\181es LTDA
AS317,US,DNIC-ASBLK-00306-00371 - DoD Network Information Center
AS12926,PT,ARTELECOMPT Ar Telecom, Acessos e Redes Telecomunicacoes. S.A.
AS4543,US,TIMESNET - The New York Times Company
AS30975,PL,TKK Telewizja Kablowa Koszalin
AS42560,BA,BA-TELEMACH-AS Telemach d.o.o. Sarajevo
AS42673,PL,SKYWARE-AS Skyware Sp. z o.o.
AS14574,US,RTCCOM - RTC COMMUNICATIONS
AS43237,RU,SSNET-AS Svyaz-Servis Ltd
AS40878,US,ADNS-ASN - Advanced Data and Network Solutions, Inc.
AS13776,US,QX-NET-ASN-1 - QX.Net
AS46312,US,WAL-MART3 - Wal-Mart Stores, Inc.
AS43118,PL,EAW-AS East & West Sp. z o.o.
AS39434,RU,DAGESTANTELEKOM-AS Optika-Telekom Ltd.
AS3851,US,SCS-NV - System Computing Services
AS6908,GB,DATAHOP Datahop Ltd
AS11018,US,GLOBALACCESS - NTT Multimedia Communications Laboratories
AS45685,JP,RIKKYO-U Rikkyo Gakuin Rikkyo University
AS31744,US,MULTIBAND-NEWHOPE - Multiband
AS12494,RU,ASN-POSTLTD POST Ltd AS, Stavropol region, RU
AS47527,DK,DLX-AS DLX ApS
AS33170,US,MORGAN-STATE-UNIVERSITY - Morgan State University
AS57033,UA,TVCOM-ALTAIR-AS TVCOM Ltd.
AS42114,AT,VNWT-AS Rettig Austria GmbH.
AS3783,US,AIU-GATEWAY - Allegheny Intermediate Unit
AS35320,UA,ETT-AS Eurotranstelecom
AS9475,TH,WU-TH-AP Walailuk University
AS8527,FR,INTERNETFR Internet Fr
AS28541,MX,Mega Cable, S.A. de C.V.
AS46303,US,POPP-COM - POPP.com, Inc.
AS27691,AR,Velconet SA
AS22887,US,WIU-AS - Western Illinois University
AS6303,US,BARCLAYS-CAPITAL - Barclays Capital
AS28877,FR,AZURIA-AS Azuria
AS48142,IE,PERMANETAS Permanet Ltd
AS12846,RU,OJSC Rostelecom
AS19241,US,LOCAL-ISP-NJ-2000 - Local-ISP, Inc.
AS46694,US,ASN-SPTC - South Plains Telephone Cooperative, Inc.
AS42527,RU,DEVEXPERTS-AS Devexperts LLC Autonomous system
AS9607,JP,BBTOWER BroadBand Tower, Inc.
AS8935,NL,INTOUCH-INT-AS InTouch N.V.
AS4466,US,ASATTIDNS AT&T Global Network iDNS Service
AS5606,RO,KQRO GTS Telecom SRL
AS12033,US,ASN-ANW - Adams NetWorks, Inc.
AS57268,RU,ASZACHITAINFO FGYP _ZachitaInfoTrans_
AS28280,BR,A. P. OLIVEIRA & CIA. S/C. LTDA.
AS30526,PR,NEPTUNO-NET - Neptuno Media, Inc.
AS40005,US,CRAMER-IT - CRAMER IT CONSULTING, INC.
AS10497,US,WORLDBANK - The World Bank Group
AS38733,VN,CMCTELHCMC-AS-VN Branch of CMC Telecommunications Services Company at HCMC
AS61030,RO,ASTIMP-AS Astimp Consulting SRL
AS98,US,ROCKEFELLER-AS - The Rockefeller University
AS2544,US,METRO-AS - King County Gov
AS8002,US,STEALTH-AS Stealth Communications
AS16243,NL,VIRTU-AS Virtu Secure Webservices B.V.
AS11464,US,PTPL-2 - Philadelphia Technology Park, LLC
AS17929,HK,JPMC-AP JPMorgan Chase APTI
AS50471,RU,SVIAZ-INDUSTRIYA-AS Limited Liability Company Sviaz Industriya
AS28222,BR,INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS
AS45455,TH,TH-2S1N-AP Two S One N Co Ltd, Internet Service Provider and IT Solutions
AS46298,US,HCHD-AS - Harris County Hospital District
AS15470,PL,HYPERION-KIELCE-AS Hyperion S.A.
AS53732,CA,INNSYS - InnSys Incorporated
AS22837,US,SWIFTCOMM-NET - Swiftcomm, Inc
AS32694,US,HBCOMM - H&B Communications Inc.
AS15085,US,IMMED-3 - Immedion, LLC
AS9991,JP,SHUDO-U Hiroshima Shudo University
AS46687,US,METROCAST-MD-NALBANY - MetroCast Cablevision of New Hampshire, LLC.
AS4597,US,MILLIPORE - Millipore Corp.
AS11802,BR,Centro de Informatica e Automacao do Estado de SC
AS19260,US,GKTL-1-AS1 - Global Knowledge Training, LLC
AS18026,KR,CHEJU-AS-KR Cheju National University
AS35574,IT,GTECH Lottomatica S.p.A.
AS39728,UA,LUGANET-AS ARTA Ltd
AS32066,US,JPMORGANCHASE JPMorganChase
AS17409,AU,EFTEL-AS-AP EFTel Pty Ltd
AS29917,US,KSC - Keene State College
AS13585,AR,Power VT S.A.
AS31828,US,SHU-AS-I2 - Seton Hall University
AS43478,RU,ERTH-NSK-AS CJSC _ER-Telecom Holding_
AS38496,ID,CNI-AS-ID PT Cyber Network Indonesia
AS8234,IT,RAI-AS RAI RadioTelevisione Italiana
AS12979,RU,TSINET Transinfoset Autonomous System
AS18564,US,SJU149068 - St. John_s University, New York
AS10006,JP,SECOMTRUST SECOM Trust Systems Co.,Ltd.
AS25291,DE,SYSELEVEN SysEleven GmbH
AS32151,US,POWERSPACE - POWERSPACE & SERVICES, INC.
AS17971,MY,TMVADS-AP TM-VADS DC Hosting
AS19625,US,CONXXUS - Conxxus, LLC
AS11971,US,PFIZERNET-GROTON - PFIZER INC.
AS16220,RO,UTCBNET Civil Engineering University of Bucharest
AS28627,BR,EMPRESA BRASILEIRA DE AERONAUTICA S/A
AS29436,UA,ASN-IMPERIAL The private businessman Buryanov Konstantin Volodimirovich
AS36161,US,WESTCHESTERCOUNTY-NY - County of Westchester
AS24532,ID,INET-AS-ID PT. Inet Global Indo
AS26790,US,SPHEREXX - Spherexx.com
AS14418,US,DTCC-AS1 - Depository Trust & Clearing Corporation
AS12018,US,OOCL-SJC - OOCL (USA), Inc.
AS28169,BR,Visao Tecnologia em Transmissao de Dados Ltda
AS39193,FI,JAVERDEL Javerdel Oy
AS36810,PR,NICPR - Gauss Research Laboratory, Inc.
AS1975,US,PROQUEST-AS - PROQUEST LLC
AS11788,US,BAJAU-CO-NM-TX - Baja Broadband
AS18866,US,ATJEU - atjeu publishing, llc
AS7015,US,COMCAST-7015 - Comcast Cable Communications Holdings, Inc
AS50434,PL,DEVONSTUDIO DevonStudio Sp. z o.o.
AS53070,BR,T-Systems Telecomunica\195\167\195\181es e Servi\195\167os Ltda.
AS11648,US,TECH-AM-AS - Technicolor, Inc.
AS48452,BG,TRAFFIC-NET _Traffic Broadband Communications_ Ltd.
AS34352,RU,MCN-AS MarComNet
AS15164,US,UPNLLC - Unite Private Networks LLC.
AS44422,GB,WAVEX-AS Wavex Technology Ltd
AS13536,US,TVC-AS1 - Tech Valley Communications
AS13539,US,ASAP-BGP-60089 - ASAP Software Express, Inc.
AS24154,TW,APBT-AS-TW Asia Pacific Broadband Fixed Lines Co., Ltd.
AS35475,RU,PROGTECH-AS CJSC Progressive Technologies
AS55798,PH,RCGIT-ODC-NON-AS-AP RCG Information Technology
AS32532,US,KMC-37-ASN - Kuakini Medical Center
AS14626,US,COLUMBIA-HCA - Columbia/HCA Healthcare, Inc.
AS25316,RO,CROSS-TELECOM-AS Cross Telecom SRL
AS7905,US,SOONER-AS - Sooner Technology
AS19939,US,BCTELCO - Beaver Creek Telephone Company
AS15756,RU,CARAVAN CJSC Caravan-Telecom
AS44882,RU,VSEVNET-AS Vsevnet LTD
AS24449,HK,EMSD-AS-HK-AP Electrical and Mechanical Services Department
AS61084,RU,ZVONKOVA-AS PE Zvonkova Tatyana Aleksandrovna
AS58130,SK,ASRSNET RSNET s.r.o.
AS1798,US,OREGON - State of Oregon
AS57144,IT,ICCREA-AS ICCREA BANCA SPA
AS57205,LU,ARIANESOFT ArianeSoft s.a.
AS1307,EU,FR-U-JUSSIEU-PARIS
AS25392,ES,GEDAS-AS gedas Iberia S.A.
AS21897,US,VIRTUA-HEALTH - Virtua Health
AS22516,US,INTER-RESPONSE - Interactive Response Technologies
AS25500,UA,NTUU-KPI-AS Association of users of Ukrainian Research & Academic Network _URAN_
AS24783,RU,ASN-MELS-MURMANELECTROSVIAZ OJSC Rostelecom
AS36129,US,YAHOO-MAVEN - Yahoo
AS30029,US,DOBSONTECHTTS - Dobson Technologies - Transport and Telecom Solutions, LLC
AS40723,US,UVA-WISE-AS - The University of Virginia_s College at Wise
AS32897,US,CCPUD-NETWORKS - Chelan County Public Utility District No.1
AS39715,FR,WEBSTORE-AS Webstore Sarl
AS21473,DE,MANET-AS MAnet Autonomous System Number
AS22978,US,GSU - Governors State University
AS5431,RU,FG-CORE OOO FREEnet Group
AS18888,US,AS-ZILLOW - ZILLOW, INC.
AS21360,AT,EMPIRION Empirion Telekommunikations Services GmbH
AS54904,US,NCCML-01 - Nine Chapters Capital Management, LLC.
AS3147,US,FIRSTBANK - FIRSTBANK
AS47759,RU,POIG-AS POIG Ltd.
AS40341,CA,Q9-AS-CAL2 - Q9 Networks Inc.
AS30641,US,STATEOFDE - STATE OF DELAWARE
AS13092,RS,UB-AS Akademska mreza Republike Srbije - AMRES
AS29212,GB,SYNETRIX-AS Synetrix Ltd.
AS42208,FR,WENGO Wengo SAS
AS13824,US,AZCI-NET - AZCI.net, LLC
AS17189,US,DIGITALINGENUITY - Digital Ingenuity, Inc.
AS9901,NZ,TELSTRA-NZTRANSIT-AS TelstraClear Ltd
AS37098,MW,globe-as
AS7325,MX,Universidad Autonoma De Tamaulipas
AS12007,US,RAYASN - Raytheon Company
AS28634,BR,Life Servi\195\167os de Comunica\195\167\195\163o Multimidia Ltda.
AS14845,AR,Universidad Nacional del Sur
AS57943,FR,IZZYCOM-AS IZZYCOM SAS
AS21331,NO,OKDN-AS Oslo kommune, Utviklings- og kompetanseetaten
AS38880,AU,MICRON21-AS-AU-AP Micron21 Melbourne Australia Datacentre. Co-Location Dedicated Servers Web Hosting
AS30084,US,SRI-CONSULTING-BUSINESS-INTELLIGENCE - SRI Consulting Business Intelligence
AS21437,UA,AVITI-AS Aviti ltd.
AS12688,RU,BAIKALTRANSTELECOM CJSC _Baikal-TransTeleCom_
AS8076,US,HUD - Housing and Urban Development
AS7417,AR,Ministry of Economy
AS16660,US,FEBOX - FeBox LLC
AS46276,US,SMARTERBROADBAND - SmarterBroadband
AS18522,US,YUMBRANDS - Yum! Brands, Inc.
AS5593,UA,CRIS-AS Crimean Internet Service
AS36413,US,LOYOLA - Loyola University Maryland
AS48503,KZ,TELE2-KZ Tele2 Sverige AB
AS16727,US,WOW-INTERNET - WideOpenWest Finance LLC
AS213,US,DNIC-AS-00213 - Headquarters, USAISC
AS8676,GB,PRTSYSTEMS PRT Systems Limited
AS29006,GB,POBOX-AS POBox Hosting Limited
AS40545,US,EACC - Empire Access
AS1625,US,CORESPACE - CoreSpace, Inc.
AS1605,US,ALGT-HQNET - Allegiant Travel Company
AS10867,US,FHDA-AS - Foothill-DeAnza Community College District
AS56194,MN,TELEMAX_COMMUNICATION-MN 3rd Floor Azmon Building
AS52923,BR,Netcar Internet Telec Info e Tecnologia LTDA
AS6639,KY,CW-CAYMAN-AS Cable&Wireless Cayman Islands
AS37154,ZM,ZAMTEL
AS50704,RO,BENEFIC-INTERNET Benefic Consult SRL
AS10453,US,CNIWEB - CREATIVE NETWORK INNOVATIONS, INC.
AS11550,US,SDL-20-AS - Smithville Digital, LLC
AS25192,CZ,CZNIC-AS CZ.NIC, z.s.p.o.
AS35725,RO,COSMOROM COSMOTE ROMANIAN MOBILE TELECOMMUNICATION SA
AS38390,KR,GOEGY-AS-KR Goyang Office of Education
AS1831,MX,ITESO, A.C.
AS37125,NG,Layer3-NG
AS10668,US,LEE-ASN - Lee Enterprises, Inc.
AS149,US,DNIC-AS-00149 - DoD Network Information Center
AS20633,DE,UNIFFM-NET Johann Wolfgang Goethe-Universitat Frankfurt am Main
AS12860,ES,AXARNET-NETWORK Axarnet Comunicaciones SL
AS33554,CA,ASN-NEUTRAL-DATA - Neutral Data Centers Corp.
AS27855,CO,AXESAT S.A
AS38778,ID,DWPNET-AS-ID PT. Dutakom Wibawa Putra
AS34639,KG,TOTEL-AS Totel LTD
AS20077,US,IPNETZONE-ASN - IPNetZone
AS43727,RU,KVANT-TELECOM KVANT-TELECOM CJSC
AS10583,US,CHIME - Connecticut Hospital Assoc.
AS22728,US,THINKSIS - Software Information Systems, LLC
